id,name,common_name,calories,protein,carbs,fat,sodium
F0810101,乾裙帶菜,"乾海帶芽,乾嫩海帶",225,22.9,40.8,0.7,8085
F0810201,乾裙帶菜根,"乾海帶芽根,乾嫩海帶根",201,6.2,46.1,0.6,10170
F0910101,鳳尾藻,紫晶藻,213,11.7,43.9,1.3,3957
F1000101,葛仙米藻,"雨來菇,地木耳,地軟兒,地皮菜,草皮菇,情人的眼淚",24,1.3,5.2,0,14
F9900201,壽司海苔片,,278,46.5,32.1,3.7,387
G0100101,木耳,"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",38,0.9,8.8,0.1,12
G0100201,冷凍木耳,"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",51,0.9,12.4,0.1,35
G01101,乾木耳平均值,"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",333,13.8,74.7,0.7,28
G0110101,乾木耳(紅耳仔),"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",329,6.1,79.8,0.2,44
G0110102,乾木耳(黑耳仔),"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",338,21.4,69.6,1.2,12
G0110201,乾川耳,,336,9,79.4,0.3,18
G0200101,銀耳,"白木耳,雪耳",31,1.1,7.2,0,5
G0200201,白毛木耳,"毛木耳(白化),雪珍耳",45,1.2,10.6,0.1,2
G0210101,乾銀耳,"白木耳,雪耳",310,9.3,70.8,1.2,27
G0300101,草菇,"蘭花菇,美味草菇,包腳菇,中國蘑菇,稈(麻/貢)菇,南華菇,家生菇(小包腳菇)",36,3.8,5.9,0.3,3
G0400101,雞腿菇,"雞腿(蘑)菇,雞髀菇,墨水菇,一夜菇(毛頭鬼傘)",36,2.1,7.5,0.1,11
G0410101,雞腿菇(乾),"雞腿(蘑)菇,雞髀菇,墨水菇,一夜菇(毛頭鬼傘)",298,20.1,59.8,1.4,73
G0500101,松茸,"台灣松茸,松口蘑,大花菌,松蕈,剝皮菌(台灣松口蘑)",36,3.1,5.9,0.5,1
G0600101,雪白菇(長),"美白菇,白精靈菇",36,2.1,6.9,0.4,1
G0700101,柳松菇,"柳松茸,茶樹菇,楊樹菇,田頭菇(柱狀田頭菇)",36,3.7,6,0.3,0
G0710101,乾柳松菇,"柳松茸,茶樹菇,楊樹菇,田頭菇(柱狀田頭菇)",286,23.5,53.5,1.9,6
G08001,香菇平均值,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",39,3,7.6,0.1,1
G0800101,香菇(大),"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",37,3,7.1,0.2,2
G0800102,香菇(小),"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",26,2.4,4.9,0.1,1
G0800103,花菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",52,3.6,10.7,0.1,2
G08101,乾香菇平均值,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",321,20.9,64.9,1.6,9
G0810101,乾香菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",333,23.3,66.6,1.4,15
G0810102,乾花菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",317,17,67.4,1.1,4
G0810103,乾白花菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",310,18.7,64.5,1.1,5
G0810104,乾鈕釦菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",325,24.6,60.9,2.7,10
G1000101,姬松茸,"姬松菇,巴西蘑菇,柏氏蘑菇,小松菇",40,4,6.9,0.4,1
G1010101,乾姬松茸,"姬松菇,巴西蘑菇,柏氏蘑菇,小松菇",294,34,46.7,2.7,23
G1100101,酒杯菇,"大杯傘,大杯菇,葉松茸,豬肚菇",50,4.6,9,0.3,1
G1200101,秀珍菇,"平菇,小平菇,側耳平菇,蠔菇,袖珍(鮑魚)菇(側耳)",28,3.3,4.6,0.1,1
G1200201,天喜菇,,26,4.5,2.5,0.5,1
G1200301,白蠔菇,,33,2.2,6.4,0.3,1
G1200401,玫瑰菇,"紅側耳,桃紅平菇,紅平菇,粉紅菇",35,4.5,5.6,0.1,1
G1300101,杏香菇,"香微蘑,雪茸,帝王菇,平菇王",26,2.7,4.6,0.1,2
G13002,杏鮑菇平均值,"鳳尾菇,雪茸,帝王菇,平菇王,蠔菇王,干貝菇,刺芹側耳,義大利側耳,義大利蠔菌,杏鮑茸,西洋刺耳",41,2.7,8.3,0.2,3
G1300201,杏鮑菇(大),"鳳尾菇,雪茸,帝王菇,平菇王,蠔菇王,干貝菇,刺芹側耳,義大利側耳,義大利蠔菌,杏鮑茸,西洋刺耳",37,2.4,7.5,0.1,3
G1300202,杏鮑菇(中),"鳳尾菇,雪茸,帝王菇,平菇王,蠔菇王,干貝菇,刺芹側耳,義大利側耳,義大利蠔菌,杏鮑茸,西洋刺耳",40,2.5,8.2,0.2,2
G1300203,杏鮑菇(小),"鳳尾菇,雪茸,帝王菇,平菇王,蠔菇王,干貝菇,刺芹側耳,義大利側耳,義大利蠔菌,杏鮑茸,西洋刺耳",47,3.2,9.2,0.3,3
G1400301,珊瑚菇,"金頂鮑魚菇,金頂蘑,榆黃蘑,榆(黃)蘑,黃金菇,玉皇(米)菇,粗口黃,楊柳菌,黃樹窩(金頂側耳)",33,4,5.2,0.2,0
G1500101,蠔菇,"平菇,日本蠔菇,糙皮側耳,黑牡丹菇,黑美人菇,人工口蘑(囊狀側耳)",26,2.1,4.8,0.3,4
G1500201,鮑魚菇,"夏季鮑魚菇,高溫平菇,台灣平菇,黑美人菇,人工口蘑(囊狀側耳)",22,1.7,4,0.2,2
G1600101,金針菇,"金(冬/榎/朴)菇,金絲菇,金菇菜,秋葷,樸蕈構菌,毛柄金線菇,菌子(絨柄金錢菇)",37,2.6,7.2,0.3,2
G1600201,華翠菇,"滿天星菇,黃色金針菇(絨柄金錢菇)",29,2.5,5.1,0.2,1
G1700101,滑菇,"珍珠菇,滑子,滑子蘑,光蓋鱗傘,光帽黃傘(滑鱗傘)",27,2.6,4.7,0.2,2
G1800101,舞菇,"舞茸,灰樹花,葉多孔菌,栗子蘑,千佛菌,蓮花菌",28,1.4,5.8,0.1,1
G1900101,鴻喜菇,"紅喜菇,真姬菇,斑玉蕈,玉蕈,膠玉蘑,蟹味菇,海鮮菇,假松茸,松茸菇,榆菇,靈芝菇,黑真珠",30,2.9,5.3,0.1,2
G1900201,雪白菇,"美白菇,白玉菇",31,2.2,6.4,0,1
G2000101,洋菇,"西洋蘑菇(蘑菇,雙孢蘑菇)",25,3,3.8,0.2,19
G2000201,冷凍洋菇,"西洋蘑菇(蘑菇,雙孢蘑菇)",39,3.8,4.3,1.5,8
G2100101,白茯苓,"松(雲/安/閩)苓,玉(茯)靈,茯兔(龜),松柏芋,松薯,不死麵,萬靈桂(精),更生,金翁",316,1,79.9,0.2,0
G2300101,猴頭菇,"猴頭蘑,刺蝟菌,蝟菌,花菜菇,圓頭菇,陰陽蘑,對臉蘑",30,2.1,5.9,0.2,2
G2310101,乾猴頭菇,"猴頭蘑,刺蝟菌,蝟菌,花菜菇,圓頭菇,陰陽蘑,對臉蘑",311,12.3,64.3,3.4,3
G2410101,乾竹笙,"竹蓀,竹參(長裙竹蓀)",312,17.5,64.1,2,28
G9000101,松茸白菇,,38,5.1,5.3,0.5,1
G9000201,金喜菇,,39,2.7,7.7,0.2,5
G9000301,喜來菇,,37,3.5,6.3,0.4,1
G9000401,富珍茸,,37,3,6.8,0.4,1
H01051,白鳳豆平均值,"矮性刀豆,洋刀豆,立刀豆",337,23.8,58.2,2.1,0
H0105101,白鳳豆(台灣),"矮性刀豆,洋刀豆,立刀豆",348,27.4,56.4,2.8,1
H0105102,白鳳豆(進口),"矮性刀豆,洋刀豆,立刀豆",325,20.1,60,1.3,0
H0205101,米豆,"飯豆,蛋白豆,赤山豆,繖形豇豆,島田豇豆",349,21.7,62.2,2.4,19
H0305101,花豆,"紅花豆,紅(赤)花菜豆,花仔(阿/柳)豆",328,21.2,59,1.7,11
H0405101,紅豆,"小豆,赤小豆,赤豆,通常小豆,小紅豆,紅小豆",328,20.9,61.5,0.6,1
H0505101,紅雲豆(大紅豆),"紅菜豆,大紅豆",328,20.2,60.4,1.4,2
H0605101,青仁黑豆,"烏豆,枝仔豆,黑大豆",385,37,33.7,14.2,4
H0605201,黃仁黑豆,"烏豆,枝仔豆,黑大豆",253,20.6,40.3,2.1,1
H0610101,黑豆胚芽,,185,16.1,15.9,7.7,2
H0610201,烘烤黑豆,"烏豆,枝仔豆,黑大豆",435,39,32.4,20.1,320
H0620101,黑豆粉,"烏豆,枝仔豆,黑大豆",431,36,39,17.6,65
H0705101,毛綠豆,"菉豆,綠小豆,輻莢豆",346,22.1,63.6,1.2,3
H0705102,綠豆,"菉豆,綠小豆,輻莢豆",344,22.8,63,1.1,1
H0710101,綠豆仁,"菉豆,綠小豆,輻莢豆",339,24.6,59.6,1.3,1
H0720101,綠豆粉,"菉豆,綠小豆,輻莢豆",344,21.7,62.9,1.5,8
H0800101,豇豆(莢),"長豇豆,長莢豇豆,豆角,菜(筷/江/長/角)豆",35,2.4,6.2,0.1,2
H0900101,萊豆仁(帶膜),"皇帝豆,皇格豆,白扁豆,觀音豆,雪豆,大馬萊豆,細綿豆",112,7.8,20.1,0.4,3
H0900201,萊豆仁(去膜),"皇帝豆,皇格豆,白扁豆,觀音豆,雪豆,大馬萊豆,細綿豆",137,7.4,24.7,1.4,2
H1000101,粉豆莢,"菜豆莢,四季豆,雲藕豆,隱之(元)豆,白(花)雲豆,敏(雲/芸/粉/醜)豆",27,1.7,5,0.1,7
H1000201,敏豆莢,"菜豆莢,四季豆,雲藕豆,隱之(元)豆,白(花)雲豆,敏(雲/芸/粉/醜)豆",30,1.7,5.3,0.2,4
H1000301,冷凍菜豆(莢),"四季豆,雲藕豆,隱之(元)豆,白(花)雲豆,敏(雲/芸/粉/醜)豆",57,3.4,10.8,0.1,2
H1100101,毛豆仁,"大豆,青大豆,青皮豆",129,14.6,12.5,3.3,1
H1100201,毛豆莢(高雄13號),"大豆,青大豆,青皮豆",137,11.6,13.2,5.1,1
H1100301,冷凍毛豆仁,"大豆,青大豆,青皮豆",135,12.5,9.8,6.1,359
H1105101,黃豆,"大豆,菽",389,35.6,33,15.7,12
H1110101,黃豆胚芽,大豆胚芽,169,16.6,16.4,5.4,2
H1120101,黃豆粉,大豆,401,37.4,32.2,16.7,2
H1120102,黃豆粉(有機),大豆粉(有機),434,42,25.9,21.9,2
H1150201,豆漿(無糖),,35,3.6,0.7,1.9,2
H1200101,豌豆仁,"荷蓮豆仁,荷仁豆仁,荷蘭豆仁,花蓮豆仁,飛龍豆仁,青豆仁,胡豆仁,畢豆仁,宛豆仁,孫豆仁,丸豆仁,留",123,9.2,21.7,0.4,3
H1200201,豌豆莢,"荷蓮豆,荷仁豆,荷蘭豆,花蓮豆,飛龍豆,青豆莢,胡豆莢,畢豆莢,宛豆莢,孫豆莢,丸豆莢,留豆莢,戎菽",41,2.9,7.1,0.2,4
H1200301,高山大豌豆莢,"荷蓮豆,荷仁豆,荷蘭豆,花蓮豆,飛龍豆,青豆莢,胡豆莢,畢豆莢,宛豆莢,孫豆莢,丸豆莢,留豆莢,戎菽",49,2.4,9.9,0,0
H1200401,甜豌豆莢,"甜脆豌豆,甜荷蘭豆,甜荷仁豆",42,3,7.4,0.2,2
H1200501,冷凍豌豆仁,"荷蓮豆仁,荷仁豆仁,荷蘭豆仁,花蓮豆仁,飛龍豆仁,青豆仁,胡豆仁,畢豆仁,宛豆仁,孫豆仁,丸豆仁,留",96,6.1,17.1,0.6,21
H1300101,鵲豆莢,"肉(扁/?)豆,峨(蛾/花)眉豆,沿(延)籬豆,隱元豆,膨皮豆",31,2.4,5.1,0.3,2
H1505101,紅扁豆仁,,343,25.3,58.3,2.1,1
H1600101,鷹嘴豆,"雪蓮子,埃及豆,馬豆,桃爾豆,雞心豆,雞豆,雞屁股豆",364,19.4,61,5.8,8
H1700101,樹豆(白),"木豆,白樹豆,?豆,米豆,放屁豆,番仔豆,蒲姜豆",325,22.1,59.4,0.8,8
H1800101,翼豆,四角豆、翅豆、羊角豆、 楊桃豆、四稜豆,31,2.5,4.7,0.4,2
H2000101,天貝(黃豆),,187,23.6,7.4,9,3
I01001,牛小排平均值,"肥牛肉,小肋排,牛仔骨",325,15.1,0,28.9,60
I0100101,去骨牛小排,"肥牛肉,小肋排",290,17.1,0,24,59
I0100102,帶骨牛小排,牛仔骨,360,13.1,0.4,33.7,62
I0100103,無骨牛小排(美牛),,335,15.6,0.2,29.8,53
I0100201,牛肋條,"腩條,條肉",225,18.6,1.1,16.2,81
I0100202,牛肋條(2021年取樣),,358,15.7,0.3,32.3,39
I0100301,沙朗牛排,"里肌,大里肌,肋眼,修清肋眼肉;修清肉眼",162,20.4,1.5,8.3,46
I0102101,板腱 ,板腱牛排;白蘭地牛排;上肩胛脊底肌,166,19.8,0.2,9,70
I0102201,牛去骨肩胛小排,肥牛肉,233,16.9,1.2,17.9,53
I0104101,牛前胸肉,"去骨前胸肉,牛腩",331,14.8,0,29.7,58
I0104201,牛修清前胸肉,"修清牛腩,修清前胸腋肌",120,22.3,0.9,2.8,45
I0106101,去骨紐約克牛排,"外條,西冷,去骨前腰脊肉",200,21.3,0,12,49
I0106201,腓力牛排,"菲力牛排,牛柳,小里肌,腰內肉,去脂腰里肌肉,全修清去膜腰裡脊肉",184,20.6,0.1,10.7,47
I0108101,牛後腿肉,,122,19.4,3.7,4.3,58
I0108201,牛後腿股肉,"和尚頭,牛霖",153,20.6,0.8,7.2,48
I0108301,牛後腿腱子心,"牛腱,腱子",139,19.8,0,6,79
I0108302,牛後腿腱子心(2022年取樣),"牛腱,腱子",151,23.7,4,5.5,63
I01101,牛肉火鍋片平均值,,250,19.1,0,18.7,48
I0110101,牛五花肉火鍋片,,430,15.7,0,40.3,45
I0110102,牛紐約客火鍋片,,263,20.1,0,19.6,34
I0110103,牛梅花肉火鍋片,,120,20.3,0.9,3.7,57
I0110104,牛嫩肩里肌火鍋片,,188,20,1.8,11.4,56
I01201,牛肚平均值,"百葉胃,毛肚,牛百葉,牛百頁,牛草肚(牛之第一胃);蜂巢肚,金錢肚(牛之第二胃)",56,11.4,0.1,0.8,82
I0120101,牛肚(瘤胃),"百葉胃,毛肚,牛百葉,牛百頁,牛草肚(牛之第一胃,山鏈狀)",44,7.5,0,1.4,113
I0120102,牛肚切片(瘤胃),"百葉胃,毛肚,牛百葉,牛百頁,牛草肚(牛之第一胃)",67,15.3,0.3,0.2,51
I0120201,牛肚(蜂巢胃),"蜂巢肚,金錢肚(牛之第二胃)",107,19,0,2.8,103
I0120301,牛筋,蹄筋,157,21.7,3.3,7.2,50
I0200101,山羊帶皮羊肉塊,,164,20.3,3.4,8.6,81
I0200201,山羊前腿肉片,,123,21.3,0,3.5,60
I0200301,山羊後腿肉火鍋片,,170,18.9,0.1,9.9,99
I0210101,綿羊肉切片,,198,18.8,0,13,73
I0210201,法式羊排,"羊肋排,羊小排",260,18.8,0,20,68
I0210301,去骨肩頸眼羊肉,,198,17.8,0,13.5,57
I0210401,小羊腰脊肉,去骨腰脊肉,143,26.5,0,3.3,54
I0210501,綿羊腹脅肉火鍋片,五花肉火鍋片,252,16.9,2.5,20,76
I0300101,豬下肩肉,前腿肉,200,18.1,0,13.6,54
I0300201,豬下肩瘦肉,前腿瘦肉,131,20.1,0,5,53
I0300301,豬上肩肉,梅花肉,207,18.9,0,14,52
I0300401,豬肩胛肉,胛心肉,295,16.5,0,24.8,53
I0300501,豬肩胛排,中排,191,17.9,0,12.7,97
I0300502,豬肩胛排(2021年取樣),,244,17.8,0,18.7,64
I0300601,豬前腿外腱肉,"豬腱,腱子肉",146,20.7,0,6.5,71
I0302101,豬後腿外腱肉,"豬腱,外腱",184,19,0.8,11.4,66
I0302201,豬後腿肉,,123,20.4,0.4,4,49
I0302301,豬後腿瘦肉,,120,21.1,0.3,3.4,41
I0304101,豬大里肌,"背脊肉,里肌肉",212,19.2,0,14.4,40
I0304201,豬大排,"背脊,帶骨里肌",214,19.1,0,14.7,55
I0304301,豬小排,"里肌小排,肋小排,肋骨排",287,18,0,23.3,74
I0304401,僧帽肌,離緣肉,209,20.4,0,13.5,48
I0306101,豬小里肌,腰內肉,139,21.1,0,5.4,46
I0308101,豬去皮腹?肉,"去皮五花肉,去皮三層肉",360,14.9,0.5,32.9,44
I0308201,豬帶皮腹?肉,"帶皮五花肉,帶皮三層肉",368,14.5,0,33.9,62
I0308301,豬腹?排,"腩排,肉排,小排",267,18.7,0,20.7,67
I0310101,豬肝連,"肝連,隔胸肉,條仔肉(橫隔肌)",220,14.6,0,17.5,43
I0310201,豬頰肉,"豬舌肉,菊花肉",182,17.5,1.4,11.9,65
I0310202,豬頰肉(2022年取樣),"豬舌肉,菊花肉",157,18.9,2.1,8.4,67
I0310301,豬頸肉,松阪豬肉,284,17.2,0.8,23.3,43
I03104,豬絞肉平均值,,212,18.7,0,14.6,58
I0310401,豬絞肉(70％瘦肉率),,218,19,0,15.2,56
I0310402,豬絞肉(90％瘦肉率),,205,18.5,0,14,61
I0320101,豬心,,128,13.6,1,7.8,74
I0320201,豬白管,"豬管庭(廷),皇管(豬之胸大動脈)",93,14.1,0,3.6,68
I0320301,豬皮,,491,22.1,0,44,109
I0320401,豬耳,,219,24.2,0.9,12.8,175
I0320501,豬舌,,185,18.5,0,11.8,119
I0320601,豬血,,29,6.3,0.5,0.3,179
I0320701,豬尾,,295,16.2,7.1,25,92
I0320801,豬肝,,137,20.8,1.7,5.3,84
I0321101,豬肚,豬胃,152,12.4,0,11,62
I0321201,熟豬肚,豬胃,137,16,2.7,7.6,30
I0321301,豬油渣,,837,17.4,0,84.5,153
I03214,豬骨湯平均值,高湯,8,0.9,0,0.4,15
I0321401,豬大骨湯,高湯,7,1,0.4,0.3,23
I0321402,豬肋骨湯,"高湯,小骨湯,籤仔骨湯,冰仔骨湯,支骨湯",9,0.7,0,0.6,6
I0321403,豬肩骨湯,高湯,8,1.1,0.2,0.4,16
I0321501,豬軟骨,,332,15.6,0,29.4,90
I0321601,豬腎,腰子,82,15,1.7,1.9,102
I0321701,豬脾臟,腰尺,79,15,2,1.6,51
I0321801,豬大腸,,198,6.6,1.9,18.9,45
I0321901,豬小腸,,156,12.5,0.6,11.4,30
I0322001,豬空腸,粉腸,186,10.9,8.6,15.4,84
I0322101,豬前腳,"豬腳,豬蹄,短腳",252,21.9,0,17.6,114
I0322201,豬後腳,"豬腳,豬蹄,長腳",253,19.5,0,18.8,69
I0322301,豬蹄膀,"豬腳,蹄膀,圓蹄",331,17.1,0,28.6,50
I0322501,豬腳筋,"蹄筋,長筋",72,14.4,0,1.1,44
I0322601,豬腦,,125,10.8,0,8.7,120
I0400101,土雞,"放山雞,走地雞",196,19,0,12.7,70
I0400201,肉雞,飼料雞,248,16.1,0,19.9,44
I0400301,烏骨雞,"竹絲雞,絲羽烏骨雞,武山雞,烏雞",212,17.9,0.9,15.1,42
I04021,里肌肉平均值,,109,24.2,0,0.6,58
I0402101,里肌肉(土雞),,112,24.8,0,0.6,72
I0402102,里肌肉(肉雞),,106,23.7,0,0.6,44
I0402201,帶骨去皮對切胸(肉雞),,104,22.4,0,0.9,49
I0402301,帶骨帶皮對切胸(肉雞),,219,19.3,0,15.1,47
I04024,去皮清肉平均值,,119,23.3,0,2.1,50
I0402401,去皮清肉(土雞),去皮雞胸肉,121,23.4,0,2.3,67
I0402402,去皮清肉(肉雞),去皮雞胸肉,117,23.3,0.6,1.9,33
I04041,骨腿平均值,,163,18,0.2,9.5,68
I0404101,骨腿(土雞),雞腿,130,21.7,0,4.1,52
I0404102,骨腿(肉雞),雞腿,196,14.4,1.7,14.9,84
I04042,清腿平均值,,157,18.5,0,8.7,117
I0404201,清腿(土雞),雞腿,142,20.4,0,6.1,131
I0404202,清腿(肉雞),雞腿,173,16.6,0,11.3,103
I04043,棒棒腿平均值,,151,18.9,0,7.8,139
I0404301,棒棒腿(土雞),雞腿,143,21,0,5.9,168
I0404302,棒棒腿(肉雞),雞腿,159,16.8,0.3,9.7,109
I04044,雞排平均值,,183,17.1,0,12.2,86
I0404401,雞排(土雞),,158,18.9,0,8.6,97
I0404402,雞排(肉雞),,208,15.3,0,15.8,76
I0404403,雞排(肉雞)(2021年取樣),,251,14.9,0,20.8,94
I0404501,去皮去骨雞腿(肉雞),,165,19.8,0,8.9,68
I04061,二節翅平均值,,226,18.1,0,16.4,83
I0406101,二節翅(土雞),,228,19.8,0,15.9,68
I0406102,二節翅(肉雞),,223,16.4,0.6,17,98
I04062,三節翅平均值,,210,18.3,0,14.6,75
I0406201,三節翅(土雞),,198,19,0,13,66
I0406202,三節翅(肉雞),,222,17.7,0,16.3,85
I0406301,翅腿(肉雞),小雞腿,210,17.8,1,14.8,70
I0410101,雞絞肉,,131,27.4,0,1.6,38
I0420101,雞心(肉雞),,190,13.3,0.1,14.8,87
I0420102,雞心(肉雞)(2021年取樣),,204,14.4,1.2,15.8,85
I0420201,雞尾椎,雞屁股,452,9,0.1,45.9,35
I0420301,雞肝(肉雞),,111,18.8,2.7,3.5,93
I0420401,雞胗(肉雞),雞肫,89,16.6,0.3,2,57
I0420601,雞胸骨湯,雞高湯,9,1.5,0.2,0.3,24
I0420701,雞睪丸,"雞子,雞弗",71,10.6,0.2,2.8,90
I0420801,雞腳(肉雞),"雞爪,鳳爪",209,20.7,1.2,13.3,102
I0420901,雞膝軟骨(肉雞),雞軟骨,107,20.4,0.5,2.2,197
I0421001,雞皮(肉雞),,442,11.7,0,43.4,40
I0500101,太空鴨,,319,16,0,27.8,41
I0500201,番鴨,"麝番鴨,紅面鴨,紅面(正)番鴨",229,18.2,0,16.7,51
I0500301,太空鴨(去皮),,102,20.1,0,1.8,64
I0500401,土番鴨,,111,20.9,0,2.4,70
I0502101,櫻桃鴨胸肉片,,227,16.7,4.7,17.2,37
I0504101,鴨腿,,282,14.4,3.4,24.5,48
I0520101,鴨血,,29,6,0,0.3,131
I0520201,鴨胗,鴨肫,97,20.5,0.3,1.1,79
I0520301,去骨鴨掌,,113,12.6,0,6.6,78
I0520401,鴨腸,,94,13.8,0,3.9,53
I0520601,鴨翅,,170,22.8,0,8.1,67
I0520701,鴨頭,,199,16.5,0,14.3,74
I0520801,鴨舌,,187,16,0,13.2,57
I0600101,鵝肉,,187,15.6,2.4,13.4,54
I0602101,鵝胸肉,,120,23.5,0.2,2.2,51
I0604101,鵝腿肉,,130,21.7,0,4.2,75
I0620101,鵝心,,241,14.5,0,19.9,72
I0620201,鵝肝,,123,20.5,0.6,3.9,392
I0620301,鵝胗,鵝肫,95,17.4,2.8,2.3,77
I0620401,鵝腸,,63,9.2,0.7,2.6,110
I0700101,火雞肉,"七面鳥,吐綬雞",141,21.1,0,5.6,51
I0802101,鴕鳥菲力肉排,"鴕鳥腓力,鴕鳥里肌肉",105,22.8,0.8,0.8,59
I0804101,鴕鳥沙朗肉排,,97,20.9,6.1,0.8,55
I0810101,鴕腱肉,"屈肌,伸肌",107,18.7,0.2,3.1,75
I0810201,鴕腩肉,,144,21.2,0.7,5.9,86
I1000101,山豬肉片,山豬肉,466,11.9,0,46,30
I9900101,虎皮蛙,"虎斑蛙,虎紋蛙,水雞,田雞,台灣青蛙",94,21.1,0.6,0.4,70
I9900201,蛇肉,,85,19,0,0.4,29
J0200201,雙髻鯊,"丫髻鯊(鮫),犛頭沙,雙髻鯊,雙過仔",117,27.4,0,0.1,83
J0200202,雙髻鯊腹肉,"丫髻鯊(鮫),犛頭沙,雙髻鯊,雙過仔",110,25.8,0,0,142
J0200301,鯊魚切片,沙魚,106,24.8,0,0,62
J0400101,魟魚,,106,24.8,0,0.1,168
J0400201,日本鰻鱺魚片(生),"白鰻,日本鰻,正鰻,白鱔,鰻鱺,土鰻(澎湖),淡水鰻(澎湖) ",254,18.1,0,19.6,47
J0400401,灰海鰻,"虎鰻,海鰻,錢鰻(臺東)",97,20.5,0,1,83
J0400501,?仔魚,?仔,56,11.1,0,0.9,456
J04006,?仔魚平均值(加工),?仔,124,26.2,1,1.3,1841
J0400601,"?仔魚(加工,大)",?仔,97,20.7,1.1,1,851
J0400602,"?仔魚(加工,小)",?仔,151,31.8,0.9,1.7,2830
J0400603,?仔魚(加工),,105,23,0,0.8,1448
J0400801,鱙仔魚(加工),"針?仔,鱙仔,寮仔魚",101,21,0,1.3,705
J0400901,日本銀帶鯡(加工),"針嘴?,丁香魚,?仔,丁香,鱙仔,灰海荷?",111,21.5,1.2,2.1,736
