id,name,common_name,calories,protein,carbs,fat,sodium
J0600301,鯊魚翅,魚翅,186,43.5,0,0,7
J0600401,魚翅唇,,47,9.9,0,0.6,35
J0600501,翻車魨魚皮,"曼波魚皮,翻車魚皮",28,6.5,0,0,205
J0600601,鯊魚皮,,54,12.4,0,0.2,47
J0600701,魚漿(旗魚),,110,16.8,7.8,1.3,755
J0700301,鮸魚卵(加工),,184,21.9,3.6,10.1,150
J0700401,鯔魚卵,烏魚卵,256,26.3,3.2,15.9,73
J0700601,鰆魚卵,土魠魚卵,193,23.5,0.2,10.2,89
J0700701,鰹魚卵,,184,21.5,0.6,10.2,129
J0702101,鯔魚精囊,鯔(烏)魚鰾(膘),89,17.3,0,1.7,61
J0705101,??魚肝,,136,13.6,1.9,8.6,188
J0707101,旗魚肚,,99,22.5,2.9,0.4,292
J0707201,鮪魚肚,,106,23.4,0,0.7,35
J0800101,小魚干,,335,69.2,0,4.4,1753
J0800201,扁魚干,,354,66.3,1.1,7.9,406
J0800401,柴魚片,,383,76.5,2.6,6.2,433
J2100101,羅氏沼蝦,"泰國蝦,泰國長臂大蝦,淡水長臂大蝦",88,20.3,0.2,0.2,104
J2100201,北方長額蝦(加工),"北極蝦,北極甜蝦,冷水蝦",122,19.9,2.7,4.1,562
J2100301,東方異腕蝦,"米諾蝦,鐵甲蝦,蝦母,大頭蝦",78,17.7,0,0.3,457
J2100401,胭脂蝦,"文蝦(""葉狀擬鬚蝦或雄壯鬚蝦"")",114,13.8,0.7,6.1,462
J2100501,日本玻璃蝦,"水晶蝦,白丁",83,16.2,2,1.5,566
J2100601,相模後海螯蝦,"相模角蝦,小龍蝦,鐵甲蝦,角蝦,蝦猴",79,17.9,0,0.3,317
J2100701,中國對蝦,對蝦;明蝦;大蝦;黃蝦;青蝦;大正蝦,84,19.3,1,0.2,196
J21008,日本對蝦平均值,"斑節蝦,雷公蝦,明蝦,九節蝦",97,21.3,0.4,0.7,287
J2100801,日本對蝦(大),"斑節蝦,雷公蝦,明蝦,九節蝦",97,21.6,0,0.5,255
J2100802,日本對蝦(小),"斑節蝦,雷公蝦,明蝦,九節蝦",96,20.9,1.8,0.8,319
J21009,白對蝦平均值,"南美白蝦,美洲白蝦,南美白對蝦,白蝦",99,21.3,0,0.9,210
J2100901,白對蝦(大),"南美白蝦,美洲白蝦,南美白對蝦,白蝦",109,22.3,0,1.5,306
J2100902,白對蝦(小),"南美白蝦,美洲白蝦,南美白對蝦,白蝦",96,21.4,0,0.5,178
J2100903,白對蝦(小)(2022年取樣),"南美白蝦,美洲白蝦,南美白對蝦,白蝦",93,20.3,1.3,0.7,145
J2101001,哈氏彷對蝦,"長角仿對蝦,劍蝦,紅(正)劍,硬槍蝦",82,18.7,0.6,0.2,294
J2101101,草對蝦,草蝦;烏斑節仔,100,22,1,0.7,150
J2101201,藍對蝦,藍蝦,95,20.9,0,0.6,135
J2101301,鬚赤蝦,"鬚赤對蝦,厚殼蝦(仔),火燒蝦,狗蝦,大厚殼",92,20.7,0.6,0.4,341
J2101401,大管鞭蝦,"憂鬱管鞭蝦,大頭紅蝦,大頭蝦,紅中蝦,蔥頭蝦",88,19.8,0.6,0.3,270
J2101501,隆脊管鞭蝦,"大頭紅蝦,大頭蝦,紅蝦,蔥頭蝦",96,22.1,0.6,0.2,207
J2101601,螳螂蝦,"蝦蛄,蝦猴,蝦姑仔,?尿蝦(常誤寫為瀨或賴)",67,14.7,0,0.5,344
J2101701,日本龍蝦,龍蝦;台灣龍蝦;紅腳蝦;紅殼仔;正龍蝦;紅龍蝦,93,21.5,1,0.1,234
J2101801,正櫻蝦(生),"櫻花蝦,花殼仔,櫻桃蝦,玫瑰蝦,火焰蝦 ",88,17.9,0,1.3,386
J2101901,正櫻蝦(熟),"櫻花蝦,花殼仔,櫻桃蝦,玫瑰蝦,火焰蝦 ",97,19.6,0,1.4,504
J2102001,正櫻蝦乾,"櫻花蝦,花殼仔,櫻桃蝦,玫瑰蝦,火焰蝦 ",253,52.6,13.4,3.1,1345
J2200101,大頭蝦仁,,40,8.8,0,0.2,765
J2200201,明蝦仁,,52,11.9,0,0.1,252
J2200301,紅蝦仁,,43,9.5,1.5,0.3,596
J2200401,海鱸蝦仁,,73,16.3,1.3,0.4,225
J2200501,草蝦仁,,44,9.7,0.9,0.3,431
J2200601,鳳尾蝦仁,,64,13.4,0.3,0.8,357
J2200701,鬚赤蝦仁,火燒蝦仁,80,17.1,0,0.7,279
J2300101,蝦皮,,155,33.6,2.7,1.3,4273
J2300201,蝦米,,264,57.1,0,2.2,3186
J2300301,金鉤蝦乾,"海米,扁米,開洋",257,54.6,0,2.6,2553
J2500101,紅蟳,"青蟳(蟹)(交配後卵巢成熟雌蟹),菜蟳",122,20.9,6.5,3.6,309
J2500201,蛙形蟹,"旭蟹,蝦姑頭,候貝切,紅面猴,海臭蟲,西姑麻",72,16.6,2.8,0.1,343
J2600101,蟹腳肉,,53,11.6,1.2,0.3,591
J3100101,竹蟶(冷凍),"竹蛤,竹蚶,蟶仔,竹節蟶",42,9,1.2,0.3,499
J31002,真牡蠣平均值,"正(大/長/鑄大)牡蠣,正(青)蚵,蚵仔,蚵,蠔",54,9.4,4.2,1.6,148
J3100201,真牡蠣,"正(大/長/鑄大)牡蠣,正(青)蚵,蚵仔,蚵,蠔",49,9,1.8,1.2,194
J3100202,帶殼真牡蠣(生蠔),"正(大/長/鑄大)牡蠣,正(青)蚵,蚵仔,蚵,蠔",59,9.8,6.7,1.9,103
J3100301,黑齒牡蠣,石蚵,55,9.7,3.1,1.5,749
J3100401,蝦夷海扇蛤,"扇貝,立帆蛤,帆立貝",70,13.7,2.3,1.2,283
J3100501,綠殼菜蛤,"孔雀蛤,淡菜,翡翠貽貝",96,17.8,2.6,2.2,301
J3100601,綠殼菜蛤干,"孔雀蛤干,淡菜干,翡翠貽貝干",263,43.7,23.9,8.5,865
J3100701,西施舌,"紫貝,西肚舌,西刀舌(蚶),紫晃肉,雙線血蚶,獅刀舌,西施貝",53,8.9,5.4,1.6,36
J3100801,台灣蜆,"蜆(蜊/拉)仔,河蜆",51,8.9,9.8,1.4,20
J3100901,大文蛤,"文蛤,普通文蛤",21,4.4,1.5,0.2,774
J3101001,文蛤,"粉蟯,蚶仔,麗文蛤,普通文蛤",37,7.6,2.7,0.5,446
J3101101,波紋橫簾蛤 ,"波紋巴非蛤,山瓜仔(子),海瓜仔(子)",48,9.2,4.6,1,377
J3101201,菲律賓簾蛤,"菲律賓蛤仔,海瓜子(仔)蛤,花蛤",37,7.5,4.1,0.5,442
J3101301,環文蛤,"赤嘴蛤,赤嘴仔,青蛤,海蜆,公代",46,8.7,3.7,1,760
J3200101,干貝(冷凍),"元貝,瑤柱",57,12.7,1.7,0.4,949
J32002,干貝(乾)平均值,,242,53.7,10.8,1.4,2751
J3200201,干貝(乾),"元貝,瑤柱",256,58.5,15.5,0.7,2424
J3200202,珠貝(乾),珍珠干貝,228,48.9,6.1,2.2,3078
J3300101,牡蠣干,蚵干,243,41,26.2,7.5,1316
J35001,真烏賊平均值,"花枝,墨魚,金烏賊,烏?,墨鬥魚",57,12.2,3.7,0.6,68
J3500101,真烏賊(大),"花枝,墨魚,金烏賊,烏?,墨鬥魚",61,13.9,0.8,0.3,106
J3500102,真烏賊(小),"花枝,墨魚,金烏賊,烏?,墨鬥魚",53,10.5,6.6,0.9,30
J3500201,章魚,"厚嘴仔,石居,八爪魚,坐蛸,石吸,望潮,死牛",61,13,0.9,0.6,230
J3500301,阿根廷魷,阿根廷滑柔魚,71,12.4,0.4,2,57
J3500401,泡魷魚,,50,11.3,3,0.2,239
J3500501,台灣鎖管,"鎖管,小卷?",72,16,1.6,0.4,249
J3500601,尖鎖管 ,"尖仔鎖管,詩博加槍烏賊,尖仔,小卷(幼體)",100,20.2,2.4,1.5,211
J3500701,軟翅仔,"萊氏擬烏賊,軟翅鎖管,軟翅(薯/絲),泥障?,擬烏賊,柔魚",70,14.7,0.8,0.8,400
J3500801,香螺 ,"小天狗剌螺,雪螺",86,19.9,0,0.1,166
J3500901,象牙鳳螺,"鳳(花/風/皇)螺,象牙螺",78,16.9,3.6,0.7,372
J3501001,泥螺,黃泥螺,95,21.5,0.3,0.3,166
J3501101,雪螺,,40,8.9,0,0.3,58
J3501201,九孔螺,九孔;雜色鮑;石決明 ,73,15,5.8,1,327
J3501301,鮑魚,鰒魚;石決明;石決明貝,69,15.8,9.5,0.1,199
J3501501,蝸牛肉,,78,16.7,0,0.7,72
J3600101,烏賊精囊,"烏賊鰾(膘),花枝鰾(膘)",43,9.8,6.4,0.2,428
J3700101,小卷干,鎖管干(乾),246,53.2,4.7,2.1,1378
J4100101,白海參,"海蚯蚓,沙糞",32,7.4,0,0.1,51
J4100201,仿刺參,刺參,36,8.2,0.8,0.1,53
J4100301,南美刺參,,52,12,0,0,86
J4100401,紅海參,,33,7.5,0,0.1,87
J4100501,黑烏參,,29,6.5,0,0.1,64
J5100101,海蜇皮,"?魚,海蛇,紅(面)蜇,鮓魚",19,4.4,2.2,0,8127
K01001,雞蛋平均值,,135,12.7,1.6,8.9,138
K0100101,雞蛋(白殼),,139,12.9,1.3,9.2,129
K0100102,雞蛋(黃殼),,132,12.5,2,8.6,147
K0100201,土雞蛋,,129,12.9,1.7,8.1,140
K0100202,土雞蛋(2022年取樣),,137,12.2,1.8,9.3,152
K0100301,烏骨雞蛋,,160,12.7,2.4,11.6,120
K0100401,雞蛋(高DHA),,132,12.5,1.8,8.6,141
K0100501,雞蛋(高次亞麻油酸),,139,12.4,2.8,9.4,137
K0100601,雞蛋(高亞麻油酸),,133,13,0.8,8.4,161
K0100701,初卵雞蛋,,136,12.3,1.4,9.2,115
K0100801,雞蛋(高維生素A&E),,134,12.1,0,9,151
K0100901,雞蛋(高維生素E),,143,12.8,1.4,9.7,139
K01061,雞蛋白平均值,,50,11.2,0.5,0.1,183
K0106101,雞蛋白(白殼),,48,10.7,0,0.1,154
K0106102,雞蛋白(黃殼),,52,11.6,1.2,0.2,213
K0106201,烏骨雞蛋白,,47,10.6,1.7,0,184
K01081,雞蛋黃平均值,,308,15.2,3.6,26.8,56
K0108101,雞蛋黃(白殼),,330,16,1.6,28.9,52
K0108102,雞蛋黃(黃殼),,286,14.5,5.6,24.7,60
K0108201,烏骨雞蛋黃,,344,15.5,1.4,30.6,50
K0108301,雞蛋黃(高維生素E),,314,16.2,5.4,27,57
K0110101,溫泉蛋,,137,12.9,3.8,7.8,494
K0111101,雞水煮蛋,,144,14,1.7,9.2,124
K0111601,雞水煮蛋白,,61,13.6,1.5,0.2,170
K0111801,雞水煮蛋黃,,343,15.5,2.9,30.5,50
K01121,茶葉蛋平均值,,145,13.7,2.2,9.1,444
K0112101,茶葉蛋(市售),,147,13.5,3.5,8.7,430
K0112102,茶葉蛋(浸泡隔夜),,143,13.8,0.9,9.4,458
K0112601,茶葉蛋白(浸泡隔夜),,54,12.9,0.4,0.1,555
K0112801,茶葉蛋黃(浸泡隔夜),,344,15.7,2.2,30.3,239
K01131,雞皮蛋平均值,,134,12.5,3,8.1,599
K0113101,雞皮蛋,,142,12.8,3.6,8.5,616
K0113201,土雞皮蛋,,127,12.2,2.3,7.6,583
K01201,滷蛋平均值,,184,16.4,4.6,11.1,1156
K0120101,雞滷蛋(市售),,191,15.7,6.4,11.4,583
K0120102,雞滷蛋(現煮),,178,16.6,3.1,11.1,1278
K0120103,雞滷蛋(浸泡隔夜),,182,16.9,4.4,10.8,1607
K01206,滷蛋白平均值,,87,16.7,4.6,0.2,1794
K0120601,雞滷蛋白(現煮),,84,16.6,3.9,0.2,1623
K0120602,雞滷蛋白(浸泡隔夜),,89,16.7,5.2,0.2,1966
K01208,滷蛋黃平均值,,379,17,1.9,33.7,697
K0120801,雞滷蛋黃(現煮),,376,16.6,1.3,33.8,563
K0120802,雞滷蛋黃(浸泡隔夜),,382,17.4,2.6,33.6,832
K0121101,雞鐵蛋,,288,26.6,5.9,17.5,766
K0122101,雞水波蛋,(不帶殼水煮蛋),147,11.6,0.8,10.7,92
K0123101,荷包蛋(不加油),,162,14,1.4,11.2,151
K0123201,荷包蛋(加油1小匙),,192,13,1.6,14.9,140
K0150101,煎蛋(不加油),,161,13.5,4.9,11.3,145
K0150201,炒蛋(加油3大匙),,215,12.9,4.6,16.1,126
K01503,蒸蛋平均值,,64,5.3,2.2,4.6,151
K0150301,蒸蛋(市售),芙蓉豆腐,32,3.6,3.4,1.8,327
K0150302,蒸蛋(微波爐),,82,6.4,1.8,6,65
K0150303,蒸蛋(電鍋),,80,5.8,1.3,6,62
K0200101,鴨蛋,,187,13.1,0.2,14.4,149
K0200201,紅面番鴨蛋,,198,13.1,0,15.6,129
K0206101,鴨蛋白,,47,10.8,1.4,0,163
K0208101,鴨蛋黃,,347,15.8,2,30.8,50
K0213101,鴨皮蛋,,164,12.8,2.7,11.4,590
K02141,鴨鹹蛋平均值,,185,13.3,1.1,14.1,1672
K0214101,鴨生鹹蛋,,178,12.5,0,14.7,1681
K0214102,鴨熟鹹蛋,,183,13.7,0.8,13.8,2068
K0214103,鴨熟鹹蛋(薄鹽),,194,13.7,3.5,13.8,1267
K0214801,鴨鹹蛋黃,,528,23.6,1.3,47.6,397
K0300101,鵪鶉蛋,鳥蛋,172,12.7,1.2,13,142
K0311101,鵪鶉水煮蛋,鳥蛋,163,12.3,0,12.1,89
K0313101,鵪鶉皮蛋,鳥蛋,160,13.8,1.8,10.9,791
K0314101,鵪鶉鹹蛋,鳥蛋,173,13.7,1.9,12.3,1810
K0320101,鵪鶉滷蛋,鳥蛋,238,16.2,11.1,14.3,315
K0321101,鵪鶉鐵蛋,鳥蛋,439,28.8,20.4,26.9,194
K0400101,鴿蛋,鳥蛋,96,10.2,2.5,5.7,143
K0500102,鵝蛋,,179,10,3.2,15,134
L0100101,高脂鮮乳,"牛乳,牛奶",73,3.2,6.1,4,39
L01021,全脂鮮乳平均值,"牛乳,牛奶",63,3.1,4.8,3.6,37
L0102101,全脂鮮乳(1月取樣),"牛乳,牛奶",62,2.9,4.7,3.6,40
L0102102,全脂鮮乳(4月取樣),"牛乳,牛奶",62,2.9,4.6,3.6,35
L0102103,全脂鮮乳(6月取樣),"牛乳,牛奶",63,3.2,4.6,3.6,36
L0102104,全脂鮮乳(9月取樣),"牛乳,牛奶",64,2.8,5.3,3.6,33
L0102105,全脂鮮乳(10月取樣),"牛乳,牛奶",64,3,4.8,3.7,36
L0102106,全脂鮮乳(11月取樣),"牛乳,牛奶",62,3.1,4.6,3.5,47
L0102107,全脂鮮乳(12月取樣),"牛乳,牛奶",64,3.2,5.2,3.4,42
L0102108,全脂鮮乳(7月取樣),"牛乳,牛奶",65,3.7,4.2,3.7,32
L0104101,中脂鮮乳,"牛乳,牛奶",48,3.1,4.8,1.9,46
L0106101,低脂鮮乳,"牛乳,牛奶",43,3.3,5,1.1,28
L0110101,高脂強化鮮乳(鈣強化),"牛乳,牛奶",68,3.2,5.2,3.9,36
L0110201,高脂強化鮮乳(寡醣強化),"牛乳,牛奶",69,3.2,5.1,4.1,44
L0114101,中脂強化鮮乳(脂肪酸調整),"牛乳,牛奶",59,2,8.6,2,37
L0116101,低脂強化鮮乳(維生素E強化),"牛乳,牛奶",41,3,4.2,1.3,43
L0116201,低脂強化鮮乳(寡醣強化),"牛乳,牛奶",46,3.1,5.5,1.3,33
L0118101,脫脂強化鮮乳(鈣強化),"牛乳,牛奶",42,3.5,6.3,0.3,49
L0118201,脫脂強化鮮乳(寡醣強化),"牛乳,牛奶",36,3.1,5.2,0.4,33
L0118301,脫脂強化鮮乳(鐵強化),"牛乳,牛奶",41,4.2,5.6,0.2,59
L0124101,中脂調味乳(巧克力),"牛乳,牛奶",63,1.9,9.2,2,30
L0124201,中脂調味乳(多穀類),"牛乳,牛奶",67,2.4,7.6,3.1,45
L0124301,中脂調味乳(果汁),"牛乳,牛奶",54,1.6,8.4,1.6,39
L0124401,中脂調味乳(鈣強化),"牛乳,牛奶",68,2.3,8.9,2.6,63
L0124501,中脂調味乳(維生素強化),"牛乳,牛奶",60,2,8.6,1.9,30
L0124601,中脂調味乳(纖維&維生素E強化),"牛乳,牛奶",66,2.4,9.3,2.1,50
L0126101,低脂調味乳(木瓜),"牛乳,牛奶",61,1.8,10.5,1.3,58
L0130101,高脂保久乳,"牛乳,牛奶",71,3.1,3.4,5.1,32
L0132101,全脂保久乳,"牛乳,牛奶",62,3,5.1,3.4,55
L0134101,中脂保久乳,"牛乳,牛奶",48,3.2,4.8,1.8,52
L0146101,低脂強化保久乳(寡糖強化),"牛乳,牛奶",46,3.2,6,1,33
L0154101,中脂調味保久乳(巧克力),"牛乳,牛奶",60,1.9,9.3,1.7,34
L0154201,中脂調味保久乳(布丁),"牛乳,牛奶",61,1.6,9.8,1.7,51
L0200101,全脂奶粉,乳粉,504,26.4,37,28.2,337
L0204101,部份脫脂奶粉,乳粉,420,32.8,46.1,11.6,352
L0204201,部份脫脂奶粉(即溶),乳粉,445,23.7,51.6,16.4,303
L0204301,部份脫脂低乳糖奶粉,乳粉,416,34.6,45.6,10.4,401
L0207101,脫脂奶粉,乳粉,361,36.2,51.2,0.9,338
L0207201,脫脂奶粉(即溶),乳粉,360,38,48.8,1,435
L0211101,全脂強化奶粉(纖維強化),乳粉,500,25.6,39.5,27,313
L0214101,部份脫脂強化奶粉(鈣強化),乳粉,408,25,51,11.8,331
L0214201,部份脫脂強化奶粉(纖維&DHA強化),乳粉,476,23.2,47.3,22.1,276
L0214301,部份脫脂強化奶粉(纖維&鈣強化),乳粉,375,35.9,48.9,3.7,412
L0214401,部份脫脂強化奶粉(脂肪酸調整),乳粉,481,22.7,45.9,23.5,284
L0217101,脫脂強化奶粉(抗氧化),乳粉,366,32.3,56.6,1,496
L0217201,脫脂強化奶粉(鈣&維生素A強化),乳粉,360,38,48.8,1,387
L0217301,"脫脂強化奶粉(鈣&維生素C,E強化)",乳粉,360,32.8,55.4,0.7,417
L0217401,脫脂強化奶粉(鈣&鐵強化),乳粉,360,35.6,52.3,0.7,416
L0224101,部份脫脂調味奶粉(巧克力),乳粉,406,14.1,71.9,6.9,139
L0224201,部份脫脂調味奶粉(果汁),乳粉,435,19.8,61.4,12.3,208
L0308101,脫脂稀釋發酵乳,活菌乳酸飲料,68,1.1,15.8,0.1,21
L0308201,脫脂稀釋發酵乳(鈣強化),活菌乳酸飲料,72,1,16.9,0.1,20
L0312101,全脂濃稠發酵乳,優酪乳,90,4.1,11.3,3.2,52
L0314101,中脂濃稠發酵乳,優酪乳,82,2.9,12.6,2.3,38
L0314201,中脂濃稠發酵乳(無糖&纖維強化),優酪乳,74,3.2,10.4,2.2,37
L0314301,中脂濃稠發酵乳(草莓),優酪乳,89,3.1,13,2.7,46
L0316101,低脂濃稠發酵乳,優酪乳,73,2.3,13.6,1.1,30
L0318101,脫脂濃稠發酵乳,優酪乳,64,3,12.1,0.4,26
L0318201,脫脂濃稠發酵乳(低熱量),優酪乳,37,2,6.9,0.1,31
L0318301,脫脂濃稠發酵乳(草莓),優酪乳,68,2.3,13.8,0.4,49
L0318401,脫脂濃稠發酵乳(啤酒酵母),優酪乳,34,2.1,6.4,0.1,28
L0320101,高脂凝態發酵乳(纖維強化),優格,95,3.2,11.9,3.8,42
L0322101,全脂凝態發酵乳,優格,97,3.1,13.6,3.3,69
L0324101,中脂凝態發酵乳(草莓),優格,102,3.7,15.7,2.7,58
L0324201,中脂凝態發酵乳(蘆薈),優格,90,1.7,15.1,2.5,38
L0328101,脫脂凝態發酵乳(纖維強化),優格,84,4.1,15.9,0.5,51
L0338101,脫脂保久稀釋發酵乳,乳酸飲料,46,0.1,11,0.1,28
L0348101,脫脂保久濃稠發酵乳(草莓&蘋果),保久優酪乳,68,3,13.6,0.2,57
L0400101,淡煉乳,"蒸發乳,奶水",137,6.5,9.1,8.3,187
L0400201,加糖部份脫脂煉乳,,325,7.5,56.2,7.8,88
L0500101,切片乾酪,"起司,芝士(市售亦稱""乳酪"")",309,18.3,5.9,23.7,1594
L0500201,切片乾酪(低脂),"起司,芝士(市售亦稱""乳酪"")",241,21.7,8.8,13,1598
L0500301,刨絲乾酪,"起司,芝士(市售亦稱""乳酪"")",323,25.1,4.4,22.6,548
L0500401,乾酪粉,"起司粉,芝士粉(市售亦稱""乳酪粉"")",480,40.4,3.1,34,1543
L1000101,鮮奶可可,"巧克力牛奶,阿華田拿鐵",80,2.1,11.6,2.7,38
L1000201,木瓜牛奶,,42,1.7,7.7,0.6,9
L1100101,高脂鮮羊乳,羊奶,65,3.4,4.2,4,37
L1104101,中脂鮮羊乳,羊奶,48,2.7,3.9,2.4,34
L1132101,保久羊乳,羊奶,59,3,4.5,3.3,46
L1154101,中脂調味保久羊乳(巧克力),羊奶,59,1.1,10.3,1.5,29
L1154201,中脂調味保久羊乳(果汁),羊奶,75,2.9,9.5,2.8,41
L1200101,全脂羊奶粉,羊乳粉,510,26.7,34.8,29.8,232
L1200201,全脂羊奶粉(即溶),羊乳粉,517,25.9,35.1,30.8,225
M0100101,牛油(未精煉),,642,0,4.2,71.9,
M0100201,牛油(精煉),,885,0,0.6,99.1,3
M0200101,豬油,,890,0,0,99.7,
M0200102,豬油(2022年取樣),,892,0,0,99.9,1
M0200201,高油酸豬油,,893,0,0,100,
M0300101,雞油,,891,0,0,99.8,
M0900101,"奶油(固態,不加鹽)","動物性奶油(CNS命名""乳酪"")",733,0.6,0.9,82.7,6
M0900201,"奶油(固態,加鹽)","動物性奶油(CNS命名""乳酪"")",699,0.7,3.7,77.5,624
M0900301,奶油(液態),"動物性奶油,鮮奶油(CNS命名""乳油"")",340,2,0,39.1,24
M1000101,人造奶油(維生素強化),植物性奶油,725,0.1,0,82,804
M1000102,人造奶油(2021年取樣),乳瑪琳,722,0.1,1.7,81.7,553
M1000201,中脂人造奶油,植物性奶油,674,0,1.3,76.2,883
M1000301,人造奶油(低熱量),,94,2.5,29.6,10.6,476
M1100101,大豆油,"黃豆油,沙拉油",884,0,0,100,
M1100201,大豆油(卵磷脂強化),,880,0,0,99.6,
M1100301,大豆油(多種維生素強化),沙拉油,883,0,0,99.9,
M1200101,玉米油,"粟米油,玉米胚芽油",883,0,0.1,99.8,
M1300101,米油(秈米),"米糠油,玄米油,胚芽米油",883,0.1,0,99.9,
M1300201,米油(粳米),"米糠油,玄米油,胚芽米油",883,0,0,99.9,
M1400101,亞麻仁油,,820,0.2,6.9,92.8,
M1500101,白芝麻油,,884,0.1,0,100,
M1500201,黑芝麻油,,881,0.1,0.2,99.7,
M1550101,調合芝麻油,,884,0.1,0,100,
M1600101,花生油,,883,0,0,99.9,
M1650101,調合花生油,,884,0,0,100,
M1700101,油菜籽油,,883,0,0,99.9,
M1800101,芥花油,"芥花籽油,菜籽油",883,0,0,99.9,2
M1900101,南瓜籽油,,883,0,0,99.9,
M2000101,紅花籽油,,884,0,0,100,
M2000201,高油酸紅花籽油,,880,0,0.4,99.6,
M2100101,核桃油,,883,0,0,99.9,
M2200101,油茶油,"苦茶(籽)油,山茶油,天綠果油,大果種油茶油",883,0,0,99.9,1
M2200201,熟油茶油,"苦茶(籽)油,山茶油,天綠果油,大果種油茶油",883,0,0,99.9,
M2300101,高油酸棕櫚油,,883,0,0,99.9,
M2400101,椰子油,,883,0,0,99.9,
M2500101,葵花籽油,,884,0,0,100,
M2500201,葵花籽油(多種維生素強化),,883,0,0,99.9,
M2500301,高油酸葵花籽油,,883,0,0,99.9,
M2600101,葡萄籽油,,884,0,0,100,
M2700101,橄欖油,,884,0,0,100,
M9900101,烤酥油,,883,0,0,99.9,
M9900201,調合植物油,蔬菜油,887,0,0,100.3,
M9900301,中鏈脂肪酸油,,883,0,0,99.9,
N0100101,方糖,,385,,99.6,,2
